,CarName,CarYear,CarModel,EngineCapacity(l),HorsePower,CarFuel,CarTransmission,CarDrive,CarOdo(KM),carPrice,carPriceMin,highPrice,goodPrice,defltPrice,removed,minPrice
229,Toyota Land Cruiser Prado,2006,,4.0,249,бензин,АКПП,4WD,150,1950000,,0,0,1,0,0
230,Toyota Corolla,1992,1.5 SE Limited,1.5,105,бензин,АКПП,передний,260,128000,,0,1,0,0,0
231,Land Rover Range Rover,2011,4.4 TD AT Vogue,4.4,313,дизель,АКПП,4WD,185,2149000,,0,0,1,0,0
232,Honda Civic,2001,1.5 G4,1.5,115,бензин,АКПП,4WD,350,280000,,0,0,0,0,0
233,УАЗ 3151,1986,,2.4,90 ,бензин,механика,4WD,150,140000,,0,0,0,0,0
234,Лада 2107,2011,,1.6,72 ,бензин,механика,задний,85,210000,,1,0,0,0,0
235,Renault Logan,2014,,1.6,82 ,бензин,механика,передний,159,377000,,0,0,0,0,0
236,Toyota Mark II,1993,,2.5,180,бензин,АКПП,задний,111,330000,,0,0,1,0,0
237,Chevrolet Aveo,2010,1.4 AT LS,1.4,101,бензин,АКПП,передний,153,395000,,0,0,1,0,0
238,BMW X5,2018,xDrive 30d AT Exclusive,xDr,249,дизель,АКПП,4WD,53,6800000,,0,0,1,0,0
239,Hyundai Elantra,2008,1.6 Classic MT,1.6,122,бензин,механика,передний,311,500000,,0,0,1,0,0
240,Nissan March,2002,,1.2,90 ,бензин,АКПП,передний,186,190000,,0,0,0,0,0
241,Ford Focus,2007,1.4 MT Comfort,1.4,80 ,бензин,механика,передний,300,285000,,0,1,0,0,0
242,Nissan March,2001,,1.0,60 ,бензин,АКПП,передний,200,215000,,1,0,0,0,0
243,Honda Stream,2001,,1.7,130,бензин,АКПП,передний,244,396000,,0,0,1,0,0
244,Toyota Harrier,1999,3.0 extra G package,3.0,220,бензин,АКПП,передний,208,590000,,0,0,1,0,0
245,Лада Калина,2010,,1.6,80 ,бензин,механика,передний,35,250000,,0,1,0,0,0
246,Nissan Leaf,2016,24kWh X,24k,"., ",,,[],,1249900,,1,0,0,0,0
247,Renault Samsung SM3 Z.E.,2016,22 kWh SM3 Z.E,22 ,"., ",,,[],,899900,,0,0,0,0,0
248,УАЗ Пикап,2016,2.7 MT Стандарт,2.7,135,бензин,механика,4WD,42,780000,,0,0,1,0,0
249,Toyota Premio,2008,1.5 F L package,1.5,110,бензин,вариатор,передний,85,935000,,0,0,1,0,0
250,УАЗ Патриот,2011,2.7 MT Limited,2.7,128,бензин,механика,4WD,160,480000,,0,0,1,0,0
251,Daewoo Nexia,1997,1.5 MT GLE,1.5,75 ,бензин,механика,передний,246,89000,,0,0,0,0,0
252,Toyota Land Cruiser,2022,3.4 AT GR Sport,3.4,415,бензин,АКПП,4WD,0,14500000,,0,0,0,0,0
253,Nissan Leaf,2013,, 109,"., ",,,[],,418000,,0,0,0,0,0
254,Mazda MPV,2000,2.0 @ NAVI,2.0,135,бензин,АКПП,передний,300,390000,,0,0,1,0,0
255,Toyota Land Cruiser,2008,4.7 AT Люкс,4.7,288,бензин,АКПП,4WD,247,2770000,,0,0,1,0,0
256,Hyundai Creta,2019,,1.6,123,бензин,АКПП,передний,60,1600000,,0,0,1,0,0
257,Toyota Corsa,1992,,1.3,97 ,бензин,АКПП,передний,300,75000,,0,0,0,0,0
258,Daihatsu Move,2017,660 X SAIII,660,52 ,бензин,вариатор,передний,118,630000,,0,0,1,0,0
259,Hyundai Solaris,2012,,1.6,123,бензин,АКПП,передний,"214,черный",650000,,0,0,1,0,0
260,Toyota Corolla Fielder,2008,1.5 X G edition,1.5,110,бензин,вариатор,передний,186,700000,,0,0,1,0,0
261,Toyota Mark II,2002,2.0 Grande,2.0,160,бензин,АКПП,задний,285,490000,,0,0,0,0,0
262,Mazda Mazda3,2007,,1.6,105,бензин,АКПП,передний,253,520000,,0,0,1,0,0
263,Toyota Wish,2011,1.8 S 4WD,1.8,133,бензин,вариатор,4WD,98,990000,,0,1,0,0,0
264,Chevrolet Niva,2008,,1.7,80 ,бензин,механика,4WD,140,315000,,0,0,1,0,0
265,Land Rover Freelander,2012,2.2 TD4 AT HSE,2.2,150,дизель,АКПП,4WD,185,1550000,,1,0,0,0,0
266,Toyota Camry,2008,2.4 MT Comfort,2.4,167,бензин,механика,передний,600,540000,,0,0,0,0,0
267,Toyota Voxy,2009,2.0 X L edition,2.0,143,бензин,вариатор,передний,80,1165000,,0,0,1,0,0
268,Toyota RAV4,2007,,2.0,152,бензин,АКПП,4WD,302,1150000,,1,0,0,0,0
269,Toyota Porte,2007,1.5 150r,1.5,109,бензин,АКПП,передний,1,355000,,0,0,0,0,0
270,Toyota Land Cruiser,2004,4.2 TD AT VX,4.2,204,дизель,АКПП,4WD,367,1850000,,0,0,0,0,0
271,Toyota Isis,2010,1.8 L,1.8,144,бензин,вариатор,передний,115,980000,,0,0,1,0,0
272,Nissan Serena,2014,2.0 Highway Star V Selection +Safety S-HYBRID,2.0,147,гибрид,вариатор,передний,140,1160000,,0,1,0,0,0
273,Nissan Leaf,2014,X Aero Style,X A,"., ",,,[],,549000,,0,0,0,0,0
274,Toyota bB,2011,,1.5,109,бензин,АКПП,передний,104,830000,,0,0,1,0,0
275,Mazda Mazda6,2006,2.0 AT Touring,2.0,147,бензин,АКПП,передний,240,518000,,1,0,0,0,0
276,Toyota Corolla,2011,1.6 MT Comfort Plus,1.6,124,бензин,механика,передний,8,1550000,,1,0,0,0,0
277,Лада 2107,2003,1.6 MT 21074-40-013,1.6,74 ,бензин,механика,задний,58,55000,,0,0,0,0,0
278,Volkswagen Touareg,2017,3.6 FSI R-line Executive,3.6,249,бензин,АКПП,4WD,165,3499000,,0,0,1,0,0
279,Toyota Ractis,2012,1.5 L'epice,1.5,109,бензин,вариатор,передний,85,855000,,0,0,1,0,0
280,Lexus RX350,2007,3.5 AT,3.5,276,бензин,АКПП,4WD,170,1350000,,0,0,1,0,0
281,Toyota Camry,2018,2.5,2.5,сик,бензин,АКПП,передний,70,2250000,,0,0,1,0,0
282,Renault Kaptur,2016,,2.0,143,бензин,АКПП,4WD,47,1500000,,0,0,1,0,0
283,Toyota Allion,2012,1.5 A15,1.5,110,бензин,вариатор,передний,72,1200000,,0,0,1,0,0
284,Honda Freed,2008,1.5 G L package  (7-Seater),1.5,118,бензин,вариатор,передний,190,715000,,0,0,1,0,0
285,Toyota Allion,2008,,2.0,158,бензин,вариатор,передний,196,790000,,0,0,1,0,0
286,Toyota Hilux Surf,1989,,3.0,130,дизель,автомат,4WD,235,680000,,0,0,0,0,0
287,Toyota RAV4,2013,,2.0,146,бензин,вариатор,4WD,97,1800000,,0,0,1,0,0
288,Toyota Auris,2016,1.2 CVT Executive,1.2,116,бензин,вариатор,передний,49,1300000,,0,0,1,0,0
289,Toyota Corolla Spacio,2001,,1.8,136,бензин,АКПП,передний,287,430000,,0,0,1,0,0
290,Toyota Ipsum,2002,2.4 240s (7 seater),2.4,160,бензин,АКПП,передний,1,600000,,0,0,1,0,0
291,Toyota Vitz,2000,1.0 B business package,1.0,70 ,бензин,АКПП,передний,250,319000,,1,0,0,0,0
292,Honda Freed,2017,1.5 G Honda Sensing (6-Seater),1.5,131,бензин,вариатор,передний,82,1480000,,0,0,1,0,0
293,Toyota Alphard,2018,Hybrid 2.5 X 4WD (8 Seater),Hyb,152,гибрид,вариатор,4WD,114,3200000,,0,1,0,0,0
294,Honda CR-V,1996,,2.0,130,бензин,АКПП,4WD,240,330000,,0,0,1,0,0
295,Toyota Sprinter,1999,1.5 L,1.5,91 ,бензин,АКПП,передний,341,235000,,0,0,0,0,0
296,Nissan Cefiro,1995,,2.0,155,бензин,АКПП,передний,198,100000,,0,0,0,0,0
297,Toyota Wish,2008,1.8 X aero sports package limited,1.8,132,бензин,АКПП,передний,153,945000,,0,0,1,0,0
298,Honda Freed Spike,2012,1.5 Just selection,1.5,88 ,гибрид,вариатор,передний,75,875000,,0,0,1,0,0
299,Honda Fit Shuttle,2014,1.3 Smart Selection Cool Edition,1.3,88 ,гибрид,вариатор,передний,113,915000,,0,0,1,0,0
300,Toyota Platz,2002,1.0 F,1.0,70 ,бензин,АКПП,передний,335,267000,,0,0,1,0,0
301,Honda Fit Shuttle,2012,1.3 Smart selection,1.3,88 ,гибрид,вариатор,передний,128,450000,,0,0,0,0,0
302,Toyota Corolla Ceres,1992,1.5 F,1.5,105,бензин,АКПП,передний,351,150000,,0,0,1,0,0
303,Mercedes-Benz S-Class,2005,S 350 AT L,S 3,272,бензин,АКПП,задний,223,1100000,,1,0,0,0,0
304,Nissan Tiida,2010,1.5 15S,1.5,109,бензин,вариатор,передний,168,575000,,0,0,1,0,0
305,Toyota Vitz,2009,1.0 F,1.0,71 ,бензин,вариатор,передний,191,515000,,0,0,1,0,0
306,Toyota Mark II,1987,,2.0,160,бензин,АКПП,задний,350,200000,,0,0,0,0,0
307,Toyota Corolla,2012,1.6 AT Elegance,1.6,124,бензин,АКПП,передний,202,670000,,0,0,0,0,0
308,Toyota Corolla,2004,,1.8,130,бензин,механика,передний,200,350000,,0,0,0,0,0
309,Hyundai Grace,1992,2.5 D MT,2.5,75 ,дизель,механика,задний,300,90000,,0,0,0,0,0
310,Toyota Cresta,1997,2.0 Exceed,2.0,140,бензин,АКПП,задний,278,310000,,0,0,1,0,0
311,Toyota Corona,1993,2.0 EX saloon G,2.0,140,бензин,АКПП,передний,1,295000,,1,0,0,0,0
312,Toyota Funcargo,2002,1.3 X,1.3,88 ,бензин,АКПП,передний,1,338000,,0,0,1,0,0
313,Nissan Sunny,1999,1.5 EX saloon,1.5,105,бензин,АКПП,передний,275,225000,,1,0,0,0,0
314,Toyota Prius,2018,1.8 S Safety Plus,1.8,98 ,гибрид,вариатор,передний,53,1765000,,0,0,1,0,0
315,Toyota Corsa,1993,1.5 VIT-X,1.5,100,бензин,АКПП,передний,350,160000,,0,0,0,0,0
316,BMW 5-Series,1994,530i MT,530,218,бензин,механика,задний,140,950000,,1,0,0,0,0
317,Honda Accord,2007,2.4 AT SE Type S,2.4,190,бензин,АКПП,передний,175,690000,,0,1,0,0,0
318,Hyundai Solaris,2015,1.6 AT Elegance,1.6,123,бензин,АКПП,передний,160,900000,,0,0,1,0,0
319,Toyota Ipsum,2001,,2.4,160,бензин,АКПП,передний,263,600000,,0,0,1,0,0
320,Infiniti FX35,2008,,3.5,307,бензин,АКПП,4WD,217,1300000,,0,0,1,0,0
321,Лада 2106,2004,1.6 MT4 2106,1.6,75 ,бензин,механика,задний,78,55000,,0,0,0,0,0
322,Nissan Qashqai,2020,2.0 CVT 4WD LE,2.0,144,бензин,вариатор,4WD,42,2150000,,0,0,1,0,0
323,Лада 2114 Самара,2009,,1.6,81 ,бензин,механика,передний,209,175000,,0,0,1,0,0
324,Toyota Cresta,1995,2.0 Super Lucent,2.0,135,бензин,АКПП,задний,230,155000,,0,0,0,0,0
325,Toyota Camry,2004,2.4 Touring Navi package,2.4,159,бензин,АКПП,передний,245,818000,,1,0,0,0,0
326,Лада 2102,1975,,1.2,64 ,бензин,механика,задний,42,80000,,0,0,0,0,0
327,Hyundai ix35,2011,,2.0,150,бензин,АКПП,передний,213,1120000,,0,0,1,0,0
328,Mercedes-Benz E-Class,1995,,3.2,220,бензин,АКПП,задний,300,165000,,0,0,0,0,0
329,Changan CS35,2014,1.6 AT Luxe,1.6,113,бензин,АКПП,передний,100,639000,,0,1,0,0,0
330,Лада 2112,2006,1.6 MT Базовая 5-дв. 21124,1.6,89 ,бензин,механика,передний,1,90000,,0,0,0,0,0
331,Nissan Cube,1987,,1.3,86 ,бензин,автомат,4WD,170,200000,,0,0,0,1,0
332,Honda Vezel,2014,1.5 Hybrid Z,1.5,132,гибрид,робот,передний,95,1300000,,0,0,1,0,0
333,Mitsubishi Pajero,2011,3.0 AT Ultimate,3.0,178,бензин,АКПП,4WD,254,1540000,,0,0,1,0,0
334,Mitsubishi Colt,2008,1.3 cool very,1.3,92 ,бензин,вариатор,передний,150,345000,,0,1,0,0,0
335,Toyota Prius,2008,1.5 S,1.5,76 ,гибрид,вариатор,передний,102,760000,,0,0,1,0,0
336,Ford Focus,2011,,1.6,125,бензин,робот,передний,211,700000,,0,0,1,0,0
337,Mazda Mazda6,2021,,2.5,194,бензин,АКПП,передний,28,2450000,,0,1,0,0,0
338,Mazda Premacy,2002,2.0 Sport 5-Seater,2.0,165,бензин,АКПП,передний,300,390000,,1,0,0,0,0
339,Subaru Forester,2005,2.0 XT,2.0,220,бензин,АКПП,4WD,198,780000,,0,0,1,0,0
340,Kia Sportage,2019,,2.4,184,бензин,АКПП,4WD,79,2098000,,0,0,1,0,0
341,Lexus RX270,2013,,2.7,188,бензин,АКПП,передний,201,2048000,,0,0,1,0,0
342,Toyota Corolla,1997,1.5 SE saloon,1.5,100,бензин,АКПП,передний,258,290000,,1,0,0,0,0
343,Volkswagen Touareg,2016,3.6 FSI Business,3.6,249,бензин,АКПП,4WD,111,2799000,,0,1,0,0,0
344,Toyota Probox,2017,1.3 DX Comfort,1.3,95 ,бензин,вариатор,передний,205,666666,,0,1,0,0,0
345,Land Rover Discovery,2012,3.0 TD AT SE,3.0,245,дизель,АКПП,4WD,233,1900000,,0,0,1,0,0
346,Infiniti QX80,2014,,5.6,405,бензин,АКПП,4WD,155,2668000,,0,0,1,0,0
347,Suzuki Kei,2001,660 G type,660,60 ,бензин,АКПП,4WD,175,230000,,0,0,0,0,0
348,Honda Fit,2016,,1.3,100,бензин,вариатор,передний,96,853000,,0,0,1,0,0
349,Chevrolet Niva,2004,,1.7,80 ,бензин,механика,4WD,1,335000,,1,0,0,0,0
350,Honda Freed,2010,1.5 G aero just selection (7-Seater),1.5,118,бензин,вариатор,передний,102,800000,,0,0,1,0,0
351,Toyota Ractis,2016,1.3 G,1.3,99 ,бензин,вариатор,передний,65,795000,,0,0,1,0,0
352,Kia Sorento,2013,2.4 AT Premium,2.4,174,бензин,АКПП,4WD,90,1710000,,0,0,1,0,0
353,Toyota Camry,2005,,2.4,152,бензин,АКПП,передний,313,565000,,0,1,0,0,0
354,Nissan Serena,2018,,2.0,150,гибрид,вариатор,передний,66,1518000,,0,1,0,0,0
355,Toyota Prius,2014,1.8 G touring selection,1.8,99 ,гибрид,вариатор,передний,140,1100000,,0,0,1,0,0
356,Toyota Corolla,2007,1.6 MultiM,1.6,анс,бензин,робот,передний,195,750000,,1,0,0,0,0
357,Toyota Duet,2000,,1.0,64 ,бензин,АКПП,передний,80,165000,,0,0,1,0,0
358,Toyota Land Cruiser,2018,4.5 TD AT Люкс Safety (5 мест),4.5,249,дизель,АКПП,4WD,117,8150000,,1,0,0,0,0
359,Kia Mohave,2011,3.0 CRDi AT Premium,3.0,250,дизель,АКПП,4WD,134,1650000,,0,0,1,0,0
360,Honda Ascot,1996,2.5 S,2.5,180,бензин,АКПП,передний,175,275000,,0,0,0,0,0
361,Toyota Corolla Fielder,2006,,1.5,110,бензин,АКПП,передний,180,577999,,0,0,1,0,0
362,Ford Focus,2012,,1.6,125,бензин,робот,передний,200,620000,,0,0,1,0,0
363,Toyota Camry,1992,,2.0,140,бензин,механика,передний,220,148000,,0,0,1,0,0
364,Toyota Caldina,2001,1.8 E,1.8,115,бензин,АКПП,передний,400,320000,,0,1,0,0,0
365,Honda CR-V,2017,1.5 CVT AWD EX-L,1.5,192,бензин,вариатор,4WD,37,2530000,,0,0,1,0,0
366,Kia K5,2019,2.0 CVVL AT 2WD Prestige,2.0,163,бензин,АКПП,передний,30,1980000,,0,0,1,0,0
367,Toyota Corona Premio,1997,,1.8,115,бензин,АКПП,передний,236,345000,,1,0,0,0,0
368,Subaru Levorg,2015,1.6 GT EyeSight 4WD,1.6,170,бензин,вариатор,4WD,120,1380000,,0,0,1,0,0
369,Toyota Highlander,2014,3.5 AT 4WD Престиж,3.5,249,бензин,АКПП,4WD,131,3000000,,0,0,1,0,0
370,Subaru Legacy B4,2000,2.0 B4 RS,2.0,155,бензин,АКПП,4WD,270,360000,,0,1,0,0,0
371,Honda Mobilio Spike,2007,1.5 A type,1.5,110,бензин,вариатор,передний,276,547000,,0,0,0,0,0
372,Kia Rio,2015,1.6 AT Comfort Аудио,1.6,123,бензин,АКПП,передний,98,900000,,0,0,1,0,0
373,Toyota Passo,2010,,1.0,69 ,бензин,вариатор,передний,150,480000,,0,0,1,0,0
374,Honda Accord,2012,2.4 AT Type-S,2.4,200,бензин,АКПП,передний,120,1500000,,0,0,1,0,0
375,Honda Freed,2018,1.5 G Honda Sensing (6-Seater),1.5,131,бензин,вариатор,передний,70,1390000,,0,0,1,0,0
376,Nissan Qashqai,2007,,2.0,141,бензин,вариатор,4WD,186,865000,,1,0,0,0,0
377,Honda Shuttle,2015,1.5 Hybrid,1.5,110,гибрид,робот,передний,83,1050000,,0,0,1,0,0
378,Honda Vezel,2019,1.5 G Honda Sensing,1.5,131,бензин,вариатор,передний,16,1730000,,0,0,1,0,0
379,Toyota Wish,2009,,1.8,144,бензин,вариатор,передний,144,1095000,,0,0,1,0,0
380,Toyota Wish,2011,1.8 X HID selection,1.8,144,бензин,вариатор,передний,96,1065000,,0,0,1,0,0
381,Daihatsu Tanto,2012,660 custom L,660,52 ,бензин,вариатор,передний,110,530000,,0,0,1,0,0
382,Toyota Town Ace Noah,1997,2.2 Super Extra Spacious Roof Diesel Turbo,2.2,91 ,дизель,АКПП,4WD,346,480000,,1,0,0,0,0
383,Renault Logan,2007,,1.6,87 ,бензин,механика,передний,50,230000,,0,0,0,0,0
384,Toyota Corolla Fielder,2013,1.5 G,1.5,109,бензин,вариатор,передний,94,955000,,0,0,1,0,0
385,Subaru Impreza,2004,1.5 15i G package,1.5,100,бензин,АКПП,4WD,300,350000,,0,0,1,0,0
386,Toyota Hiace,1991,,2.8,91 ,дизель,механика,4WD,400,320000,,0,1,0,0,0
387,Honda CR-V,2014,2.0 AT Elegance,2.0,150,бензин,АКПП,4WD,121,1440000,,0,1,0,0,0
388,Honda Fit Shuttle,2012,1.5 15X S package,1.5,120,бензин,вариатор,передний,145,777777,,0,0,1,0,0
389,Porsche Cayenne,2008,4.8 Tiptronic Turbo,4.8,500,бензин,АКПП,4WD,132,1190000,,0,0,1,0,0
390,Toyota Probox,2002,1.5 DX,1.5,109,бензин,АКПП,передний,250,335000,,0,0,1,0,0
391,Lexus RX270,2011,2.7 AT Comfort,2.7,188,бензин,АКПП,передний,199,2100000,,0,0,1,0,0
392,Toyota Land Cruiser,2008,4.7 AT Люкс,4.7,288,бензин,АКПП,4WD,185,2750000,,0,0,1,0,0
393,Toyota Prius,2013,1.8 S touring selection,1.8,99 ,гибрид,вариатор,передний,1,1100000,,0,0,1,0,0
394,Toyota Camry,2014,2.5 6AT Comfort,2.5,181,бензин,АКПП,передний,305,1300000,,0,0,1,0,0
395,Toyota Corolla Fielder,2012,1.5 G,1.5,109,бензин,вариатор,передний,179,860000,,0,0,1,0,0
396,Toyota Vista,1993,1.8 Etoile,1.8,125,бензин,АКПП,передний,1,148000,,0,0,1,0,0
397,Toyota Camry,2012,2.5,2.5,160,гибрид,вариатор,передний,170,700000,,0,0,0,0,0
398,Nissan Note,2018,1.2 X DIG-S,1.2,98 ,бензин,вариатор,передний,15,840000,,0,0,0,0,0
399,Toyota Corolla,1999,,1.5,100,бензин,АКПП,передний,222,110000,,0,0,0,0,0
400,Hyundai Creta,2021,,1.6,123,бензин,АКПП,передний,13,2240000,,0,0,1,0,0
401,Toyota Mark II,1998,2.0 Grande,2.0,160,бензин,АКПП,задний,341,370000,,0,0,1,0,0
402,Honda Freed,2012,1.5 Just Selection (7-Seater),1.5,88 ,гибрид,вариатор,передний,105,895000,,0,0,0,1,0
403,Lexus GX470,2004,4.7 AT,4.7,235,бензин,АКПП,4WD,185,1858000,,0,0,1,0,0
404,Nissan Note,2015,1.2 X,1.2,79 ,бензин,вариатор,передний,208,670000,,0,0,1,0,0
405,Toyota Hilux,2012,2.7 MT Double cab,2.7,163,бензин,механика,4WD,130,2450000,,1,0,0,0,0
406,Toyota Camry,2014,2.5 6AT Comfort,2.5,181,бензин,АКПП,передний,134,1450000,,0,0,1,0,0
407,Honda Odyssey,1998,2.3 Fine spirit,2.3,150,бензин,АКПП,передний,265,185000,,0,0,0,0,0
408,Toyota Ractis,2008,,1.3,87 ,бензин,вариатор,передний,1,560000,,0,0,1,0,0
409,Toyota Camry,2018,2.5,2.5,анс,бензин,АКПП,передний,145,2000000,,0,0,1,0,0
410,Лада 4x4 2121 Нива,2010,,1.7,80 ,бензин,механика,4WD,87,398000,,1,0,0,0,0
411,Toyota Wish,2006,,1.8,132,бензин,АКПП,передний,205,625000,,0,1,0,0,0
412,Nissan R'nessa,1999,,2.0,140,бензин,вариатор,передний,1000,320000,,1,0,0,0,0
413,Toyota Corolla Axio,2018,1.5 Hybrid G,1.5,74 ,гибрид,вариатор,передний,70,1280000,,0,0,1,0,0
414,Honda Insight,2013,1.3 G,1.3,88 ,гибрид,вариатор,передний,153,750000,,0,0,1,0,0
415,Hyundai ix35,2014,2.0 AT 4WD Style Special Edition,2.0,150,бензин,АКПП,4WD,73,1400000,,0,0,1,0,0
416,Nissan Liberty,1999,,2.0,140,бензин,вариатор,передний,270,220000,,0,0,0,0,0
417,Honda Fit,2010,1.3 G,1.3,100,бензин,вариатор,передний,129,480000,,0,0,0,0,0
418,Toyota Carina,1990,1.5 Custom DX,1.5,85 ,бензин,механика,передний,"300,черный",65000,,0,0,0,0,0
419,ЗАЗ Шанс,2011,1.5 MT S,1.5,86 ,бензин,механика,передний,58,195000,,0,0,1,0,0
420,ГАЗ 3110 Волга,2003,2.3 MT,2.3,130,бензин,механика,задний,120,130000,,1,0,0,0,0
421,Лада 2112,2002,1.5 MT Базовая 5-дв. 2112,1.5,91 ,бензин,механика,передний,66,100000,,0,0,1,0,0
422,Toyota Probox,2018,1.5 GL 4WD,1.5,103,бензин,вариатор,4WD,118,1065000,,0,0,1,0,0
423,Toyota Corolla Fielder,2010,1.5 X HID limited,1.5,110,бензин,вариатор,передний,8,1095000,,1,0,0,0,0
424,Honda Stepwgn,1999,,2.0,135,бензин,автомат,передний,385,280000,,0,0,0,0,0
425,Mazda Tribute,2004,3.0s AT,3.0,200,бензин,АКПП,4WD,260,650000,,0,0,1,0,0
426,Toyota Mark II,1997,2.5 Tourer S,2.5,200,бензин,АКПП,задний,300,210000,,0,0,0,0,0
427,Toyota Wish,2010,1.8 S,1.8,144,бензин,вариатор,передний,98,1135000,,0,0,1,0,0
428,BMW X7,2023,,3.0,340,дизель,автомат,4WD,0,18500000,,0,0,0,0,0
429,Chery Tiggo 7 Pro,2021,1.5 CVT Prestige,1.5,147,бензин,вариатор,передний,51,1950000,,0,0,1,0,0
